id	text	misogynous	misogyny_category	target
977	Yeah, here I am again. Anyone else see at least 5-10 women today? Can't believe they were ALLOWED outside. Who do I complain to????	1	dominance	passive
978	If rape is real why aren't more people reporting it? Just another feminist lie.;	1	derailing	passive
980	Ever try to make a girl play video games? they are terrible. these are the skills they will need for the future. we're fucked.@	1	stereotype	passive
981	Anhyone else hate the way women smell? I think it's because they're BITCHES!!!!!! Fuck you bitch!!!?!	1	discredit	passive
983	Cant believe they hired a WOMAN and NOT ME!!!! I guess McDOnalds #hatesmen? #mickyDhasnoD #fuckyouRonald..	1	derailing	passive
984	Rape Culture is just another millenial myth made by bloggers and Instagram sluts.;;	1	derailing	passive
987	Im so glad I make more money because I'm an a man! Can't wait for more women to get LESS and do MORE! #keepWomenDown#	1	dominance	passive
988	The only woman I respect is MY MOM and that's why we still live together. No one does laundry like her #laundryqueen #ilovemymom #fuckwome/	1	stereotype	passive
992	This bitch out here settin up dick appointments and your lame ass can't even get a text back <URL>	1	discredit	active
993	The LAST thing I want to do is support WOMENS RIGHTS, it's EXCLUDING ALL THE MEN. WHAT HAPPENED TO MENS RIGHTS?!	1	dominance	passive
994	I swear to god if one more bitch tells me not to call her bitch I'm going to slap the shit out of that bitch #fuckbitches #bitchesstink;;	1	sexual_harassment	passive
996	If you havent hired a man over a woman in the workplace due to SMARTNESS I don't want to even KNOW you. Men are SMARTER it's a FACT. #menS;;	1	dominance	passive
997	#HalloweenCostumeIdeas Kim Kardashian's vagina... In other words, ground beef.	1	stereotype	active
998	#WeAlmostDatedBut FRIEND ZONED #WomenSuckk	1	discredit	passive
999	<MENTION_1> you've turned into such trash #WomenSuck	1	discredit	active
1000	<MENTION_1> mermaids are women. Therefore they suck and have to be sacrificed #WomenSuck	1	dominance	passive
1001	<MENTION_1> don't waist your time. Girls are all selfish bitches #WomenSuck	1	discredit	passive
1002	<MENTION_1>  come on woman do your job right #WomenSuck	1	dominance	active
1003	<MENTION_1> <MENTION_2> thiers none because not all men rape	1	derailing	active
1004	<MENTION_1> girls are attention whores #WomenSuck	1	discredit	passive
1005	<MENTION_1> Learning? Yes, like how much they nag and how hysterical they get over the most minuscule of things. Females = unbalanced & crazy #schizo	1	stereotype	passive
1006	<MENTION_1> she's a woman. She can't help the fact that she sucks	1	dominance	active
1007	<MENTION_1> you shouldn't be leaving your kitchen unattended #WomenSuck	1	stereotype	active
1008	<MENTION_1> I know. It must be so hard waiving pom poms around at this hour #WomenSuck	1	discredit	passive
1009	<MENTION_1> no I said hope. I hope you women learn your place! #SitDownInTheKitchen	1	dominance	passive
1010	<MENTION_1> Taylor Swift is an untalented skank who can't sing, knows 3 guitar chords, and has an Adams apple #WomenSuck	1	discredit	active
1011	<MENTION_1> maybe if you weren't such a tease your mom wouldn't tease you #WomenSuck	1	derailing	active
1012	<MENTION_1> things wouldn't need fixing if girls didn't fuck them up! #WomenSuck	1	discredit	passive
1013	<MENTION_1> Anita is equating gamergate to cosby and weinstein so she can equate herself to actual rape victims so she can keep playing the card	1	derailing	active
1014	<MENTION_1> But how can they be raped if no men are there to rape them?	1	derailing	passive
1015	<MENTION_1> Fuck you and all of your videos you stupid video game criticizing bitch stop fucking talking about things you know nothing about fucker	1	dominance	active
1016	<MENTION_1> Y'know, you'd probably get a job at Subway because all a cunt like you is good for is making sandwiches	1	stereotype	active
1017	<MENTION_1> no no, not people. WOMEN. They're not people.	1	dominance	passive
1018	<MENTION_1> why do women have holes? To fill, duhh!	1	sexual_harassment	passive
1019	<MENTION_1> don't even get me started on spandex! #WomenSuck	1	discredit	passive
1020	<MENTION_1> cuz girls are stupid and pick assholes. Meanwhile they friend zone the good ones	1	discredit	passive
1021	<MENTION_1> sack up and talk to her pussy #WomenSuck	1	stereotype	active
1022	<MENTION_1> <MENTION_2> <MENTION_3> The main reason that <MENTION_4> doesn’t want to talk about her experiences with rape and sexual assault is that she is saving the stories for a more lucrative writing gig.	1	derailing	active
1023	<MENTION_1> <MENTION_2> <MENTION_3> What about the women who rape men and boys? Oh, wait, that doesn't exist because rape laws are gynocentric...#FeministLogic	1	derailing	passive
1024	<MENTION_1> <MENTION_2> <MENTION_3> Think all the rape put a bit of a dampener of liberation tbf	1	derailing	passive
1025	<MENTION_1> don't worry about it and go make me a sandwich woman. #WomenSuck	1	stereotype	active
1026	<MENTION_1> <MENTION_2> This is not rape culture for fucks sake. It’s literally just a scumbag taking advantage of their position. Nothing new under the sun.	1	derailing	passive
1027	<MENTION_1> A bit of consistency from the left regarding rape would be helpful. You lot only care when it’s white middle class types vs the patriarchy.	1	discredit	active
1028	<MENTION_1> And enough women make false rape accusations against men for us not to trust you.	1	derailing	passive
1029	<MENTION_1> let's get weird! Summertime baby! #FuckBitches	1	discredit	passive
1030	<MENTION_1> you probably ruined all yours. Considering you're a woman	1	discredit	passive
1031	<MENTION_1> <MENTION_2> <MENTION_3> Yeah, but who was the bitch that wouldn't let her answer?	1	discredit	active
1032	<MENTION_1> I'm 16. Had plenty of women. They all suck b	1	dominance	passive
1033	<MENTION_1> stupid women fuck up my life #WomenSuck	1	discredit	passive
1034	<MENTION_1> weird as fuck cuz women suck. #YouSuck	1	discredit	passive
1035	<MENTION_1> <MENTION_2> <MENTION_3> hey C Milton sloot, from the evidence I see ur a trashy bitch. Congrats on being a fuck up #WomenSuck	1	discredit	active
1036	<MENTION_1> I would give you some lovin back but I'm just here to point out where women fuck up. But thanks <3 #WomenSuck	1	discredit	passive
1037	<MENTION_1> maybe if you women weren't so fucking indecisive you'd understand	1	dominance	passive
1038	<MENTION_1> treating girls 'correctly' would involve fire and gasoline.	1	sexual_harassment	passive
1039	<MENTION_1> <MENTION_2> Just bitch, bitch, bitch because you don’t get the attention you want or the singular self-importance.	1	discredit	active
1040	99% of women in the olympics look like beefy dikes	1	stereotype	passive
1041	Alcohol doesn't give you an excuse to be a whore. #WomenSuck	1	discredit	active
1042	Another new day for women to fuck up #WomenSuck	1	stereotype	passive
1043	Anything that bleeds for a week and doesn't die is a monster #WomenSuck	1	discredit	passive
1044	Asian girls have sideways vaginas #Fact	1	stereotype	passive
1045	break up with your girlfriends before you leave for college. Theyre just gonna tie you down and we all know they're gonna cheat #WomenSuck	1	discredit	passive
1046	Calling guys immature doesn't make you any more mature. Ladies you need to find some other BS excuse for ditching us! #WomenSuck	1	discredit	passive
1047	Cheerleaders make me fucking sick! It's not a sport you dumb skanks so go back to caking on your makeup. #WomenSuck	1	discredit	passive
1048	C'mon everyone Re-Tweet this to spread the word! #WomenSuck	1	dominance	passive
1049	Come on everyone spread the word! Let's get WomenSuckk big! #retweetthisone	1	dominance	passive
1050	Cook, clean, and deliver our awesome fucking offspring	1	dominance	passive
1051	Dick em Dick em DOWN...DOWN...DOWN... I'll dick a bitch DOWN...DOWN...DOWN...	1	sexual_harassment	passive
1052	Do you really think it's hot to dance all over black guys? You've completely ruined your image for us humans #WomenSuck	1	discredit	passive
1053	Domestic abuse is never okay.... Unless your wife is a bitch #WomenSuck	1	sexual_harassment	passive
1054	Don't fucking toy with me #WomenSuck	1	dominance	passive
1055	Don't get all excited. She may be talking to you, but she's probably talking to 4 other dudes as well #WomenSuck	1	discredit	active
1056	Don't get offended ladies, men are always right	1	dominance	passive
1057	Don't let chicks who smoke a lot suck your wiener... You'll get dick cancer #SmokingWomenSuck	1	discredit	passive
1058	Don't tug on my dick unless you plan on sucking it.... In other words, flirting is not acceptable!	1	sexual_harassment	passive
1059	Everyone makes mistakes. But only women don't admit theirs #WomenSuck	1	stereotype	passive
1060	Fake hair, fake nails, fake personality, and pounds of makeup...... And you expect a REAL guy? Gotcha bitch #WomenSuck	1	stereotype	active
1061	For international women's day I'd like to offer up my penis to any of you bitches in need of some dick	1	sexual_harassment	passive
1062	Gels getting overly emotional about things that don't matter? Color me shocked! #WomenSuck	1	discredit	passive
1063	Get over yourselves ladies... You're wrong.... all the time!	1	dominance	passive
1064	Girls are not human beings, they're objects	1	stereotype	passive
1065	Girls Don't Poop... They just cry!	1	discredit	passive
1066	Guys only have one heart so dont play with it.... But they have two balls so play with those #WomenSuck	1	sexual_harassment	passive
1067	Guys relax. Leave the twitter fights to the professionals. I mean vaginals. I mean women. #WomenSuck	1	stereotype	passive
1068	Happy 4th of July everyone! Ladies don't fuck it up! () () () () <---- vaginas	1	discredit	passive
1069	Hey guys thanks for following! Spread the word and make sure everyone knows #WomenSuck	1	dominance	passive
1070	How many guys have you given your number so they would call you maybe? #Whore #WomenSuck	1	discredit	active
1071	I cannot stand girls that ALWAYS have to have a boyfriend. #AttentionWhores #WomenSuck	1	discredit	passive
1072	I don't know why women wear watches, there's a perfectly good clock on the stove. #WomenSuck	1	stereotype	passive
1073	I don't take you places because I wanna be friends. My car doesn't run on friendship bitch it runs on ethanol! #WomenSuck	1	discredit	active
1074	I hate girls that thing they are super hot when they're ugly as fuck! #WomenSuck	1	discredit	passive
1075	I hate when girls bitch about not having a date to a dance when they've turned down every guy that asked them #WomenSuck	1	discredit	passive
1076	I hate When girls don't wanna start anything cuz they don't wanna ruin your friendship I DIDNT WANNA BE FRIENDS FROM THE START #WomenSuck	1	discredit	passive
1077	I hate when girls use guys. We're not toys damn it! #WomenSuck	1	discredit	passive
1078	I have no desire to even communicate with chicks that have bf's. You might as well be a rock cuz there's no point talking to you #WomenSuck	1	discredit	passive
1079	I kinda want to see you again just so I can punch you in the kidney. #WomenSuck	1	sexual_harassment	active
1080	I like boobs as much as the next guy, but usually what they are attached to are nagging menstruating fucks! #WomenSuck	1	stereotype	passive
1081	I wonder why girls even follow me. All I do is call you out on the sick shut you do to us guys #WomenSuck	1	discredit	passive
1082	I would pay anything to know what goes on in girls' minds #WomenSuck	1	discredit	passive
1083	I wouldn't be talking to you if I just wanted to be friends. #WomenSuck	1	discredit	passive
1084	If you have to ask why #WomenSuck you're obviously a woman.... And you suck.... #subtweet	1	dominance	passive
1085	If you slow the video down you can see the problem..... Yep she's a woman #WomenSuck	1	dominance	passive
1086	If your girl ends it with you, don't be upset. It's not your fault. She's just a dumb sloot #WomenSuck	1	discredit	active
1087	If you're a whore when you're drunk, you're always a whore #WhoresAtHeart #WomenSuck	1	discredit	active
1088	I'm a human being not a toy so stop fucking playing with me #WomenSuck	1	discredit	passive
1089	I'm just as bitter as the day it happened. FUCK YOU! #GoDie #WomenSuck	1	sexual_harassment	passive
1090	I'm not gonna text you 24-7. I have a life. If you liked me that much you would be with me and not texting me! #WomenSuck	1	discredit	passive
1091	I'm surprised my ex-girlfriend isn't on Shark Week.... She was a vicious bitch! #WomenSuck	1	discredit	active
1092	It figures the hurricane is named after a woman. They always fuck everything up #Sandy #Bitch #WomenSuck	1	stereotype	passive
1093	It snowing. You ladies better start shoveling! #EqualRights #WomenSuck	1	dominance	passive
1094	It's a shame we don't talk anymore. But that's your fault! #WomenSuck	1	discredit	active
1095	I've reached a point in my life where I've realized theres no such thing as a girl that won't hurt you. Eventually they all will #WomenSuck	1	discredit	passive
1096	I've said it before and I'll say it again. Don't tug on my dick unless you plan on sucking it! #WomenSuck	1	dominance	active
1097	I've yet to come across a nice girl. They all end up being bitches in the end #WomenSuck	1	discredit	passive
1098	Jumping from guy to guy isn't funny or cute. It's mean. Men are human beings not pieces of meat and we deserve respect #WomenSuck	1	discredit	passive
1099	Just when things are going good women will fuck it up. They're not happy unless there's turmoil #WomenSuck	1	discredit	passive
1100	Ladies don't act like you care about shark week. Make me sandwiches while I watch it! #KnowYourPlace #WomenSuck	1	stereotype	passive
1101	Ladies the moment you start hanging around with black dudes is the moment I no longer consider you a human #WomenSuck	1	dominance	passive
1102	Ladies we dont hate you for your size or looks, we hate you becuase youre all conniving bitches with no souls! #WomenSuck	1	dominance	passive
1103	Ladies you need to realize something. You may have a boyfriend, but unless there's a ring, you're still fair game ;) #WomenSuck	1	discredit	passive
1104	Ladies you want equal rights? Well in that case my lawn needs cutting, my car needs an oil change, and my ass needs wiping. #GetToIt	1	sexual_harassment	passive
1105	Let me tell you something about you that you don't know! #OkayBitch #WomenSuck	1	discredit	passive
1106	Like if you didnt want to have a party, don't fucking broadcast it #ThatsTheShitIDontLike #WomenSuck	1	discredit	active
1107	Looks like another Fallston kid couldn't handle their alcohol and fucked something up again.... I'm sure it was a girl. #WomenSuck	1	discredit	passive
1108	Looks like homecoming is soon. Let the 'Girls fucking over Guys' begin! #LameExcuses #WomenSuck	1	discredit	passive
1109	Move on and stop going back to the same asshole! Omg you dumb bitch! #WomenSuck	1	discredit	active
1110	My life has been so much better without you in it #WomenSuck	1	discredit	active
1111	Never send a hand to do a mouth's job #WomenSuck	1	sexual_harassment	passive
1112	No bitch you don't look like a model, nor will you ever. So stop saying youre ugly so people will call you pretty! #AttentionWhores	1	stereotype	active
1113	No I don't just want to be friends. Why do you think I'm talking to you in the first place #StupidWomen #WomenSuck	1	discredit	passive
1114	No that little tattoo of a flower on your ankle doesn't make you a whore... Or your trampstamp... Fuck it, YOU'RE A WHORE #WomenSuck	1	discredit	active
1115	not only r u fat and disgusting, but why do you feel the need to post photos of urself in a bikini. Who do you think ur fooling seabiscuit?	1	stereotype	active
1116	Nothing irks me more than when bitches end it with a good guy then complain about getting hurt by a douche bag. #WakeUpYouWhore	1	discredit	passive
1117	Nothing pisses me off more than when skinny girls tweet shit like 'Fat Girl Problems' #WomenSuck	1	stereotype	passive
1118	Nothing would make me happier than to see you get an STD. #whore #WomenSuck	1	dominance	active
1119	Of course I invited you over to 'Hang Out' ....stupid bitches #WomenSuck	1	discredit	passive
1120	Okay ladies look, nose rings are hot. But nose studs look like boogers and make you look like a dick chugging skank #WomenSuck	1	discredit	passive
1121	Omg let's all get wet over every muscular Olympian! #WomenSuck	1	stereotype	passive
1122	On The other hand, you women are pieces of meat and should be glad you're even allowed to vote in my country! #WomenSuck	1	dominance	passive
1123	Once upon a time I knew a woman that didn't suck.... Just kidding, no I didn't....	1	dominance	passive
1124	Only places my wife can drive are to restaurants and grocery stores	1	stereotype	active
1125	Only reason I'm getting married is so I can have someone to split the bills with #WomanShutUp	1	dominance	passive
1126	Prom is coming up boys, don't forget your compression shorts! #WomenSuck	1	discredit	passive
1127	Redhead girls are hot! But Ginger girls are USUALY fugly	1	stereotype	passive
1128	Retweet if you've ever been fucked over by a woman.... Who am I kidding? Of course you have! #WomenSuck	1	discredit	passive
1129	RIP fat Jonah Hill #ShitWomenDontSay #WomenSuck	1	stereotype	passive
1130	RT <MENTION_1> I don't see why drinking and driving is such a big deal. Letting women drive is just as hazardous!	1	stereotype	passive
1131	RT <MENTION_1> You're wearing yoga pants to show off your ass. Don't give me this bull shit 'they're comfy!' we all know the truth ladies #ASS #ASS #ASS	1	sexual_harassment	active
1132	RT <MENTION_1> NOOOOOOO FUCCCKING WAY, WHAT A BITCH!!!!! YOU THOUGHT ABOUT HOOKIN UP WITH ANOTHER GUY WHILE YOU HAVE A BOYFRIEND. YOU CUNT!!!	1	discredit	active
1133	RT <MENTION_1> Only a fraction of women are crazy. That fraction is 100/100.	1	stereotype	passive
1134	RT <MENTION_1> 'Like I said what princess wants princess gets' no bitch you're not royalty #WomenSuck	1	discredit	active
1135	RT if you've ever been fucked over by a girl. Actually it's not a matter of 'if', but 'when' #WomenSuck	1	discredit	passive
1136	Stop totaling cars and get back to the kitchen #WomenSuck	1	stereotype	passive
1137	Stop trying to prove you're a good driver ladies. Who do you think you're fooling?	1	stereotype	passive
1138	Stop tweeting about love. Youre like 16 stfu. You've probably never even seen a penis before #WomenSuck	1	dominance	active
1139	Stop tweeting about your boyfriend. No one gives a shit. And you're gonna break up in a month anyway #WomenSuck	1	discredit	active
1140	Take off those glasses! They aren't real you hipster fuck! #WomenSuck	1	discredit	active
1141	Teaching a woman to drive is like teaching a rock to swim. #WomenSuck	1	stereotype	passive
1142	Tell me more about your previous boyfriends, I really wanna hear about them #WomenSuck	1	discredit	active
1143	The only reason girls go crawling back is because they're afraid they can't do any better... Which is probably true #WomenSuck	1	stereotype	passive
1144	There are no good songs about positive things girls do. They're all about how they've fucked us guys over #WomenSuck	1	discredit	passive
1145	There is soo much shit I have to say about how fucked up those creatures with vaginas are. But words can't even explain......	1	stereotype	passive
1146	There was a time in my life when i really enjoyed talking to girls, now i hope they all get cancer #WomenSuck	1	discredit	passive
1147	This page is dedicated to all the stupid ass shit women do!	1	discredit	passive
1148	Vote for question 69. All girls must use birth control. I'm sick of wearing a rubber! #WomenSuck	1	dominance	passive
1149	What makes you always think you're right? #WomenSuck #PeriodProbz	1	discredit	passive
1150	When a girl just stops talking to you, don't sweat it guys you did nothing wrong. Girls are just stupid and don't ever know what they want.	1	discredit	passive
1151	When're I go to a wedding all I can think about is how many times the bride is going to get pounded after the wedding #HoneyMoonPoon	1	discredit	active
1152	Why can't girls just tells us how they feel? It'll save us guys so much time and effort #WomenSuck	1	discredit	passive
1153	Why do girls  have to post slutty facebook pictures along with lyrics to a terrible top 40 song? Cuz #WomenSuck	1	discredit	passive
1154	Why do girls follow me? All I do is make fun of them for how dumb they are #WomenSuck	1	discredit	passive
1155	Woman are good for one thing: having sons	1	stereotype	passive
1156	Woman that tell guys 'I just wanna be single for the summer.' are just trying to whore around. Don't come crying to us guys come Fall!	1	discredit	passive
1157	Women are equal and deserve respect. Just kidding, they should suck my dick.	1	sexual_harassment	passive
1158	Women are like elephants. Everyone likes to look at them but no one wants to keep one  #WomenSuck	1	discredit	passive
1159	Women have a hard time In stores understanding '3 for 5'...that means you have to get 3 not 2, or 6. The deal is '3 for 5' #FUCK	1	discredit	passive
1160	Women only vote for question 6 cuz their 'best friend' is a homo or Chad at the salon told them to. #WomenSuck	1	discredit	passive
1161	Women ruin everything. Look at the movie Ted. Everything was fine till That bitch from That 70's Show fucked it all up #WomenSuck	1	discredit	passive
1162	Women.....Can't live with them......Can't shoot them.	1	sexual_harassment	passive
1163	Yes you're so hot but you've fucked black guys therefor you're ruined #SlittyBitches	1	discredit	active
1164	You are so hot but you're a bitch so that cancels out your hotness! #WomenSuck	1	discredit	active
1165	You cant drag us in so far if you don't have intentions on a relationship. It hurts.... Alot #WomenSuck	1	discredit	passive
1166	You don't go to parties with your significant other... You go to parties to try and get other peoples significant others #WomenSuck	1	discredit	passive
1167	You don't know what you want? #IndecisiveBitches	1	stereotype	active
1168	You have a new guy every week.... I don't even floss that often. You have a fucking problem #WomenSuck	1	discredit	active
1169	You pick the guy thats a total douche to you over the one whose good to you. Got it. Makes perfect sense! #WomenSuck	1	discredit	passive
1170	You Shut Your Whore Mouth!	1	dominance	passive
1171	Your mom was being a bitch to you? I totally see how that's my fault. #WomenSuck	1	discredit	active
1172	Your mood changes more than the price of gas #WomenSuck	1	stereotype	passive
1173	Your nose ring looks like a fucking booger. It's not cute, it's trashy #WomenSuck	1	discredit	active
1174	Your slutty Christmas outfits should get you a good 45 likes on instagram. #Whore	1	discredit	active
1175	You're dating such a douche bag omg. I just wanna punch YOU in the face for being so stupid. Not even him. #WomenSuck	1	sexual_harassment	active
1176	You're reading 50 Shades Of Grey? How original bitch	1	discredit	active
1177	You're ugly. Caking on makeup can't fix ugly. It just makes it worse!	1	stereotype	active
1178	You've been dating for three days. 'I Love You' shouldn't even be in your vocabulary. #ClingyAssBitches #WomenSuck	1	discredit	passive
1179	Loose lips sink ships... Tight lips grab dicks	1	stereotype	passive
1180	Girls that send me dirty snaps, DMs and texts, keeping my cock hard all day, is the reason I love my life. Thanks, ya dirty lil sluts	1	stereotype	passive
1181	'What do you look for in a woman?' <URL>	1	sexual_harassment	passive
1182	<MENTION_1> we have the same bday... You should let me fuck your brains out and treat you like a cum dumpster on that day... #Bdaygoals	1	dominance	active
1183	Obviously Meredith, obviously. Filthy bitch ☺️ <URL>	1	discredit	active
1184	<MENTION_1> and I'd rather shove the fat side of a wine bottle up your ass... We all have our preferences 🌚	1	stereotype	active
1185	If we text and I have a pic of your pussy, that's your profile pic in my phone.	1	stereotype	active
1186	My dicks name is Curiosity... Cause it kills the kat	1	sexual_harassment	passive
1187	What's the polite way to say, excuse me but I think I speak for everyone on the boat when I say I'd love to make a sloppy mess of your wife	1	sexual_harassment	active
1188	There's two types of hoes out here <URL>	1	discredit	passive
1189	RT <MENTION_1> RT if you're a cunt	1	discredit	active
1190	Nobody texts faster than a guy that's about to get some new pussy	1	stereotype	passive
1191	Her- who TF do you think you are Me- <URL>	1	dominance	active
1192	<MENTION_1> happy birthday ya lil freak! I hope you get the spankings you deserve 😘😘😘	1	sexual_harassment	active
1193	My dick is like yoga for your vagina... It'll leave you nice and stretched out	1	sexual_harassment	passive
1194	<MENTION_1> don't kid yourself, good dick runs everything 😉	1	dominance	active
1195	When it's my birthday but you're the one that's getting spanked	1	sexual_harassment	active
1196	<MENTION_1> Utter cunt. I've managed to work for more than 30 years and avoid grabbing women by the pussy.	1	dominance	passive
1197	But let's blame the women for being in the military in the first place eh you fucking cunt smear <URL>	1	discredit	active
1198	<MENTION_1> It's women like Kathy Griffin that the word cunt is becoming just as popular here as it is in the United Kingdom and Australia.	1	discredit	active
1199	Cunt drowns Children because she's..A CUNT! Woman who feared deportation drowns baby and 5 -year -old <URL> via <MENTION_1>	1	discredit	active
1200	<MENTION_1> An absolute disgraceful woman how could you show such a cunt...	1	discredit	active
1201	<MENTION_1> <<<<< this stupid cunt, misspelled the name of the woman for whom she's so concerned.	1	discredit	active
1202	some woman just flipped me off for joining a round about 100 yards in front of her. mad cunt	1	discredit	active
1203	this woman in front of me really needs about 900 xanax shes just told her kid to stop being a cunt lmao	1	stereotype	active
1204	I Love a woman in RED HEELS Big titted mother getting a cunt full of cum	1	stereotype	passive
1205	<MENTION_1> <MENTION_2> <MENTION_3> My nan was a cunt and nobody liked her. One woman cried at her funeral an… <URL>	1	discredit	active
1206	what is a 'cunt brick?' <MENTION_1> is it a brick that it quite very stupid or a brick with woman parts? <URL>	1	stereotype	passive
1207	<MENTION_1> Dutch woman looking at him like you cunt	1	discredit	active
1208	<MENTION_1> sorry for the language. but fuck me sideways did this cunt just say that. from what i see woman are… <URL>	1	discredit	active
1209	I'll never forget the time some woman called me rude for asking if she was alright for everything just cause she was on her phone haha cunt	1	discredit	active
1210	6th This cunt Some poor woman carried a bairn for 9 months for it to pop out an end up doin this shite… <URL>	1	discredit	active
1211	Was getting elbowed by a triple chinned cunt with nails like a woman ont train Let a smelly fart out before moving… <URL>	1	stereotype	active
1212	<MENTION_1> Woman ,you husband was right to love his country more then you and died for it ! What a low life disrespectful cunt I think you are !!!	1	discredit	active
1213	I'd punch that cunt in the fuckin mouth. Idgaf if she's a woman <URL>	1	sexual_harassment	active
1214	<MENTION_1> <MENTION_2> <MENTION_3> You misspelled 'cunt'. Ugly word, for an ugly woman that turns on her fellow woma… <URL>	1	discredit	passive
1215	<MENTION_1> I hope that dumb cunt gets her face beat in by a black woman over hearing her using the word nigga.	1	dominance	active
1216	<MENTION_1> can u report dogshit retard link me after u beg ur fucking terrible u foreign cunt u sound like a woman fucking funder	1	stereotype	active
1217	<MENTION_1> <MENTION_2> This woman has moved right past the cunt stage straight in to twatdom.	1	discredit	active
1218	Fox News host: Lock Clinton up <URL> Get this CUNT Pirro off the air. She is a woman hating woman.	1	discredit	active
1219	Fuck slut for <MENTION_1> 'daddy' Laughs. Slut cunt <URL>	1	discredit	active
1220	you’re not going to tell me to say happy birthday to someone that called me a cunt and a slut within the span of 10 minutes	1	discredit	active
1221	<MENTION_1> you need pound your wet cunt untill the slut in the mirror cums .... Post a vid , so you can watch it later ...	1	sexual_harassment	active
1222	<MENTION_1> what a fucking cunt this slut is also I don’t want this to endddd pleaseeeee when is Tuesday gonnaaaaa… <URL>	1	discredit	active
1223	<MENTION_1> DUMB CUNT STEALS FROM MY CAR GO TO HELL SLUT	1	sexual_harassment	active
1224	LOL.shut the fuck up ms 'NEVERWONAFIGHT' u a hoe skank slut cunt hypocritical BITCCH <URL>	1	dominance	active
1225	my ‘friend’ who’s a bitch slut shamed one of the girls i work with today because she has a child	1	discredit	active
1226	I make in a day what u make a month, n roll yo pros in a Haitian blunt, Take the bitch call wifey n make her slut 👅 <MENTION_1>	1	discredit	active
1227	Dream Molly is her own person and is ALWAYS a bitch &/ a slut 🤷🏻‍♀️ <URL>	1	discredit	active
1228	<MENTION_1> That bitch is the Godmother of PERVERSION! Crooked Hillary is like the Ugly Old Slut of the wild west that opens the Whorehouse!	1	discredit	active
1229	U sluts get them 100 likes on instagram and think y’all the coldest bitch in Detroit 🤧	1	discredit	active
1230	Dont compare your self to me ! Cause im a bitch and your a slut ! 👊💪😏🌵	1	discredit	active
1231	U call I'm ma bitch such a funny R u never look in mirror so you gonna know that who a bitch or maybe a slut or maybe you are both of theme	1	discredit	active
1232	So many sluts texted Stephen when we got Lionel 'our cats look the same!' Bitch 95% of house cats in the US are domestics, stay in your lane	1	dominance	active
1233	So my mom called me a nasty slut because I got a tattoo lmao that bitch is crazy	1	discredit	active
1234	The fag stays away and so does that SLUT bitch he proffered as 'bait'....they are both fakes!	1	discredit	active
1235	<MENTION_1> <MENTION_2> This bitch is a slut	1	discredit	active
1236	Says the bitch wit a HAT, WEAVE, & a FULL FACE, in her ICON.... lol fucc outta here you SEWER RAT, GUTTER SLUT, TRO… <URL>	1	discredit	active
1237	dawgg im fr boutta roast this bitch LMFOAOO DONT EVER POST IAN AGAIN U STUPID ASS SLUT	1	dominance	active
1238	'I don't take bitch or slut as an insult.'	1	derailing	active
1239	<MENTION_1> Laugh you bitch when a family member dies we on tweeter get the last laugh you slut	1	dominance	active
1240	Being rude to you. Call u slut or bitch or everything related. U rasa putus tunang is the best way ke?	1	discredit	active
1241	<MENTION_1> post telling how you love hooking up with a filthy slut so you and that whore joke about her man(I… <URL>	1	discredit	active
1242	<MENTION_1> Be my whore my slut my bitchy ❤❤💋👅	1	sexual_harassment	active
1243	<MENTION_1> To the whore who runs your shitshow. Go educate yourself as to why acting like a fucking political slut doesn'… <URL>	1	dominance	active
1244	<MENTION_1> Cobra didn’t do anything. Insecure drunken whore ass Lily basically lied & manipulated out of anger bc Jr didn’t want a slut!	1	discredit	active
1245	I FUCKUNG GET TWEETS FROM FANS IF THAT PIECE OF SHIT WHORE SLUT DISGUSTING HUMAN BEING ABOUT HER NEW SONG FUUUUUUUUUUUUUUUUUCK	1	discredit	active
1246	slut - derogatory term for a female who will fuck anyone for free ≠ whore - derogatory term for someone who fucks for money. just sayin.	1	discredit	passive
1247	<MENTION_1> almost everyone i’ve met says edating at all is being a slut or whore but jumping from person to person is definitely being one mate	1	derailing	passive
1248	Coming onto a status about women + sexual assault/harassment to mansplain it and say that 'not all men are abusive' is probs the worst thing	1	derailing	passive
1249	<MENTION_1> <MENTION_2> Well that's a personal problem and obv not all men do it. Women abuse power as well. Not a defense.. just a fact.	1	derailing	passive
1250	Glad not all men are like that and sad some women are like this... <URL>	1	derailing	passive
1251	now what i can say, not all men are trash. maybe the woman who said it itself, is trash.	1	discredit	active
1252	tbh , NOT ALL men are trash/shit . Just because y’all fucking around with the wrong ones , you don’t get to call the whole race shit.	1	discredit	passive
1253	The 'I'm such a feminist' niggas will 'Not all men' you to death. LMAO	1	discredit	passive
1254	not all men are trash. but if you always pick the ones who are trash, or treat you like trash, then ya you’ll learn to hate them for sure!	1	discredit	passive
1255	<MENTION_1> <MENTION_2> Not all men need female warden to rule his life and make him miserable I get you th… <URL>	1	discredit	passive
1256	23. the reason that fucking skank ass cunt lied about me was to cover up her shaking my kid, and being in on fucking up lawsuit	1	discredit	active
1257	LMFAO , you trying hard hun . You & your skank friend can’t reach to me & my girls level bitch bye.	1	discredit	active
1258	Still waiting on a 'favorite for me to inbox you about blablah' from some bitch i dont know. You got my favorite dumb skank wheres my DM	1	discredit	active
1259	This bitch <MENTION_1> has been with 4 guys since Phil’s death but a skank	1	discredit	active
